Utterance,suddenness,familiarity,predict_event,pleasantness,unpleasantness,goal_relevance,chance_responsblt,self_responsblt,other_responsblt,predict_conseq,goal_support,urgency,self_control,other_control,chance_control,accept_conseq,standards,social_norms,attention,not_consider,effort,Speaker,Emotion,Scene_ID,Utterance_ID,Season,Episode,Start_Time,End_Time
"Anyway, we'd like you to come, but we totally understand if you don't want to.",2.9984207153320312,3.3809807300567627,3.612621545791626,3.523238182067871,2.937267303466797,3.2378082275390625,2.1551167964935303,3.1263182163238525,3.925921678543091,3.617518424987793,3.503432273864746,3.2184853553771973,3.092733144760132,4.189143180847168,2.213156223297119,3.7112338542938232,2.3956329822540283,1.7453371286392212,4.002186298370361,2.3362669944763184,3.3731656074523926,['Carol Willick'],Neutral,1,15,2,11,00:00:46.379,00:00:54.511
Why wouldn't I want to come? I had fun at the first wedding.,2.6054189205169678,3.442462205886841,3.6681034564971924,4.530117034912109,1.5764626264572144,2.9454245567321777,1.8132404088974,3.2011101245880127,3.87556791305542,3.5216660499572754,4.150141716003418,2.8954830169677734,3.2412450313568115,4.10629415512085,1.8333736658096313,3.892327308654785,1.4937901496887207,1.323770523071289,3.7431576251983643,1.4985589981079102,2.7629852294921875,['Ross Geller'],Scared,1,16,2,11,00:00:50.967,00:00:58.849
Look I just thought that...,2.722280263900757,3.741670608520508,4.091888904571533,2.652975082397461,3.557391881942749,3.1009905338287354,2.416203260421753,3.948749542236328,2.6098971366882324,3.6757020950317383,3.006915807723999,3.146174669265747,3.6504604816436768,3.0278031826019287,2.33721661567688,3.640690326690674,2.562326669692993,1.6085178852081299,3.6997532844543457,2.9391696453094482,3.3680150508880615,['Carol Willick'],Neutral,1,17,2,11,00:00:54.763,00:00:58.849
Is your finger caught in that chair?,4.057363986968994,2.4993481636047363,2.721559762954712,1.2057241201400757,4.8776092529296875,3.1220829486846924,3.341606616973877,2.9661307334899902,2.4249532222747803,2.8672447204589844,1.5511410236358643,3.7314019203186035,2.657566547393799,2.543207883834839,3.091686964035034,2.944218397140503,3.073742389678955,1.9066795110702515,3.831094980239868,3.7759714126586914,3.5584607124328613,['Susan Bunch'],Mad,1,19,2,11,00:01:09.569,00:01:14.740
Mmm hmmm.,2.4741270542144775,3.7708468437194824,4.1497111320495605,3.5922939777374268,2.821056365966797,3.0431602001190186,2.1037497520446777,3.5902671813964844,3.160696268081665,3.859973192214966,3.5330355167388916,2.962825059890747,3.4348363876342773,3.588364362716675,2.214526653289795,3.7700417041778564,2.1220126152038574,1.5127310752868652,3.833489179611206,2.2501041889190674,3.184508800506592,['Ross Geller'],Neutral,1,20,2,11,00:01:12.530,00:01:14.740
Want us to go?,2.5499064922332764,3.6759800910949707,3.922288179397583,3.752655267715454,2.587435245513916,3.0268945693969727,2.0182528495788574,3.3654918670654297,3.6530988216400146,3.780062198638916,3.7229909896850586,2.996607542037964,3.433241367340088,3.9654762744903564,2.093658685684204,3.7922909259796143,2.044609785079956,1.5746406316757202,3.837395191192627,2.117216110229492,3.103649377822876,['Carol Willick'],Neutral,1,21,2,11,00:01:15.658,00:01:19.286
Uh-huh.,3.0205764770507812,3.5880930423736572,3.7404072284698486,2.9785139560699463,3.4752542972564697,3.1643457412719727,2.244748592376709,2.993985176086426,3.81474232673645,3.691054582595825,2.9515693187713623,3.1147773265838623,2.9331350326538086,4.103141784667969,2.3579578399658203,3.6185338497161865,2.816157341003418,1.991318702697754,3.912221908569336,2.7594568729400635,3.3753700256347656,['Ross Geller'],Neutral,1,22,2,11,00:01:16.951,00:01:19.286
That is so good! Do it again!,2.046614646911621,3.7110135555267334,4.1194658279418945,3.9551315307617188,2.0447542667388916,2.904454231262207,1.8993899822235107,4.285727500915527,2.3235833644866943,3.6954123973846436,3.9161956310272217,2.792635440826416,3.950164556503296,2.844099283218384,1.9448657035827637,3.919403553009033,1.4812486171722412,1.0948281288146973,3.67303466796875,1.848974585533142,2.923405647277832,['Ross Geller'],Joyful,3,2,2,11,00:03:11.733,00:03:19.364
"That's great. All right, I gotta get to work, I got a big dinosaur bone to inspect.",2.320418119430542,3.5903608798980713,4.1246514320373535,3.220024585723877,2.962617874145508,3.125016689300537,2.2861950397491455,3.995504379272461,2.471902847290039,3.8268022537231445,3.4405744075775146,2.962825059890747,3.611403703689575,2.9715559482574463,2.372232675552368,3.8032238483428955,2.0294463634490967,1.3212838172912598,3.8828823566436768,2.4273593425750732,3.344003438949585,['Chandler Bing'],Joyful,3,4,2,11,00:05:02.218,00:05:10.642
"No no, that's me.",3.02375864982605,3.3367788791656494,3.8299412727355957,2.522937774658203,3.8591182231903076,3.5370121002197266,2.6505050659179688,3.7523117065429688,2.623321056365967,3.6271724700927734,2.844327926635742,3.347813606262207,3.3688952922821045,3.019758939743042,2.6538267135620117,3.5349740982055664,2.6642067432403564,1.5596779584884644,3.9222824573516846,3.078322172164917,3.7016396522521973,['Ross Geller'],Neutral,3,5,2,11,00:05:06.681,00:05:10.642
"Oh, yeah.",2.9612393379211426,3.4365155696868896,3.8036351203918457,3.0276355743408203,3.4536287784576416,3.3984363079071045,2.254984140396118,3.4084670543670654,3.3836886882781982,3.7578823566436768,3.137162208557129,3.283357858657837,3.22116756439209,3.7729616165161133,2.3043041229248047,3.6539530754089355,2.6944127082824707,1.8173457384109497,4.048740386962891,2.7046778202056885,3.5927228927612305,['Chandler Bing'],Neutral,3,6,2,11,00:05:10.852,00:05:11.893
"Oh, hello.",2.840843439102173,3.5440666675567627,3.991607189178467,2.7639739513397217,3.6362452507019043,3.2877044677734375,2.4525985717773438,3.41434645652771,3.0403201580047607,3.772622585296631,3.0378127098083496,3.245058298110962,3.2503416538238525,3.4638967514038086,2.60241961479187,3.598569869995117,2.6063623428344727,1.72664213180542,3.9769580364227295,2.8356974124908447,3.5598416328430176,['Ross Geller'],Peaceful,3,7,2,11,00:05:12.103,00:05:13.395
"Oh, thanks. I couldn't uh...",3.430067300796509,3.050002336502075,3.3537445068359375,3.205012559890747,3.2678215503692627,3.696526050567627,2.7848849296569824,3.0363097190856934,3.3439176082611084,3.3777291774749756,3.3224310874938965,3.538440704345703,3.057088851928711,3.8114187717437744,2.738128423690796,3.601017713546753,2.4207894802093506,1.6344785690307617,4.147003650665283,2.7174460887908936,3.675610065460205,['Phoebe Buffay'],Peaceful,3,8,2,11,00:05:16.065,00:05:19.568
Is everything ok?,3.935039758682251,2.025871753692627,2.4237678050994873,1.7531373500823975,4.176299095153809,3.695366144180298,3.9001142978668213,1.984757661819458,2.1399526596069336,2.7638607025146484,1.9435651302337646,3.8017826080322266,1.870398998260498,2.614476442337036,4.050779819488525,2.5989387035369873,2.3528804779052734,1.3458325862884521,4.1345133781433105,3.215611696243286,4.024975299835205,['Ross Geller'],Scared,3,9,2,11,00:05:17.275,00:05:19.568
"Um, no, huh-uh. One of my clients died on the massage table today.",4.399485111236572,1.8361502885818481,2.078073024749756,1.09845769405365,4.7032084465026855,3.1769988536834717,3.7092196941375732,1.36478590965271,3.077556848526001,2.551778793334961,1.2607699632644653,3.7386322021484375,1.6781971454620361,3.2095885276794434,3.730185031890869,2.547044277191162,3.077698230743408,2.089975595474243,4.09721040725708,3.487698793411255,3.843207359313965,['Phoebe Buffay'],Sad,3,10,2,11,00:05:22.572,00:05:31.371
Oh my god.,3.8060004711151123,2.6971354484558105,3.0191118717193604,2.2997512817382812,3.989348888397217,3.4703752994537354,3.042106866836548,2.3486924171447754,3.475311756134033,3.2091383934020996,2.4946725368499756,3.595822334289551,2.3531558513641357,3.7643096446990967,3.2474231719970703,3.2878313064575195,2.904635190963745,1.982588529586792,4.197221279144287,3.0765531063079834,3.8173015117645264,['Ross Geller'],Scared,3,11,2,11,00:05:23.906,00:05:27.868
That's a little more relaxed than you want them to get.,2.163686990737915,4.015694618225098,4.248015403747559,3.282519578933716,2.8710546493530273,2.7200961112976074,1.8694850206375122,3.827302932739258,2.995370626449585,3.9165422916412354,3.342740535736084,2.8023927211761475,3.687911033630371,3.3461105823516846,1.996402621269226,3.804178237915039,2.226362705230713,1.5276498794555664,3.5877187252044678,2.318701982498169,3.0472683906555176,['Chandler Bing'],Joyful,3,12,2,11,00:05:31.622,00:05:36.543
"Yeah, um, she was 82 years old. Her name was um, Mrs. Adelman.",3.6982452869415283,2.8639535903930664,3.069789409637451,2.527778387069702,3.8141064643859863,3.3393850326538086,2.9914088249206543,1.8851982355117798,3.8843464851379395,3.2409329414367676,2.583770990371704,3.5293519496917725,2.366147518157959,4.18466329574585,3.1378095149993896,3.2709639072418213,2.834855079650879,1.9361507892608643,4.132346153259277,2.8894870281219482,3.7677831649780273,['Phoebe Buffay'],Sad,3,13,2,11,00:05:36.711,00:05:45.260
"Oh, honey.",3.368760824203491,2.8711440563201904,3.4121131896972656,2.715484142303467,3.709542751312256,3.7788636684417725,2.894212484359741,3.041377544403076,2.9402124881744385,3.4427194595336914,2.9445347785949707,3.600794553756714,2.7979836463928223,3.313148260116577,3.0723981857299805,3.4412403106689453,2.5317184925079346,1.5331016778945923,4.228589057922363,2.980656623840332,3.934810161590576,['Monica Geller'],Peaceful,3,14,2,11,00:05:37.920,00:05:41.715
What do you mean?,3.339045763015747,3.4501075744628906,3.5409011840820312,2.274125576019287,4.003705978393555,2.8610165119171143,2.307215929031372,2.578394889831543,4.080593585968018,3.436967372894287,2.4223642349243164,3.248919725418091,2.8353304862976074,4.179812431335449,2.3488478660583496,3.4292337894439697,3.3607053756713867,2.2848105430603027,3.7986464500427246,3.0498604774475098,3.34401273727417,['Rachel Green'],Scared,3,16,2,11,00:05:42.133,00:05:45.260
I think it went into me.,2.8430161476135254,3.3516063690185547,3.8053553104400635,2.9211583137512207,3.41707444190979,3.4951274394989014,2.5835819244384766,4.033199310302734,2.373117446899414,3.60402774810791,3.1470510959625244,3.3526172637939453,3.4698402881622314,2.827547550201416,2.5857295989990234,3.6066274642944336,2.3052444458007812,1.4583098888397217,4.101281642913818,2.867293119430542,3.6725826263427734,['Phoebe Buffay'],Scared,3,17,2,11,00:05:56.230,00:05:59.399
Hi.,2.969339609146118,3.294423818588257,3.7490103244781494,2.9296352863311768,3.596564531326294,3.501650810241699,2.3313498497009277,3.401918888092041,3.297075033187866,3.7453956604003906,3.0624372959136963,3.3685452938079834,3.1713039875030518,3.7298171520233154,2.4233667850494385,3.5426113605499268,2.7252113819122314,1.8227704763412476,4.1894049644470215,2.761441946029663,3.7169103622436523,['Monica Geller'],Neutral,7,2,2,11,00:06:03.112,00:06:05.906
How's it going?,1.994497299194336,3.7486252784729004,4.387759685516357,3.297161340713501,2.740962028503418,3.2592554092407227,1.9704006910324097,4.356074333190918,2.0703787803649902,3.919902801513672,3.540621757507324,2.829176902770996,3.769244432449341,2.6541662216186523,2.1329963207244873,3.710238218307495,1.8421478271484375,1.1890807151794434,3.708482027053833,2.248000383377075,3.1461257934570312,['Carol Willick'],Peaceful,7,3,2,11,00:06:06.115,00:06:09.326
It's goin' great. Right on schedule. Got my little happy helpers.,2.214862823486328,2.9184203147888184,3.6689181327819824,4.372176647186279,1.579148769378662,3.8081109523773193,1.8462916612625122,4.424010276794434,2.145240306854248,3.585134744644165,4.1695075035095215,3.076542854309082,3.633178949356079,2.789095163345337,1.9236506223678589,3.781301975250244,1.197609782218933,0.8761436939239502,4.035237789154053,1.4694559574127197,3.273129463195801,['Monica Geller'],Joyful,7,4,2,11,00:15:50.407,00:15:59.666
"Fine, whatever.",3.193488836288452,3.5012612342834473,3.6546974182128906,2.2577381134033203,4.016834735870361,2.9603776931762695,2.1603047847747803,2.648737907409668,3.967697858810425,3.593583106994629,2.4598820209503174,3.0418126583099365,2.776366949081421,4.128431797027588,2.339054584503174,3.379852056503296,3.239161252975464,2.211632251739502,3.746865749359131,3.0430116653442383,3.4619574546813965,['Carol Willick'],Mad,7,5,2,11,00:15:55.537,00:15:58.206
What's the matter?,3.9716861248016357,2.7613320350646973,2.9165573120117188,1.467567801475525,4.754748344421387,2.9953012466430664,2.8425214290618896,2.128178119659424,3.682706594467163,3.0080137252807617,1.7103692293167114,3.5997228622436523,2.409644365310669,3.754168748855591,2.888437509536743,2.9727351665496826,3.6093556880950928,2.4979679584503174,3.9648211002349854,3.5244498252868652,3.6666269302368164,['Ross Geller'],Neutral,7,6,2,11,00:15:58.499,00:15:59.666
"Nothing. Ok, everything. I think we're calling off the wedding.",3.427626371383667,2.774183750152588,3.416198253631592,1.8373384475708008,4.462325572967529,3.8512094020843506,2.574136972427368,3.394562244415283,2.858402967453003,3.374274253845215,2.360762596130371,3.5292203426361084,2.97990345954895,3.2272372245788574,2.5534615516662598,3.140655994415283,3.1897847652435303,1.8907759189605713,4.042646884918213,3.4564757347106934,3.974349021911621,['Carol Willick'],Sad,7,7,2,11,00:15:59.917,00:16:12.387
What?,3.552802562713623,3.1760289669036865,3.3613734245300293,2.2734317779541016,4.076687812805176,3.2943637371063232,2.5673372745513916,2.801363229751587,3.7559313774108887,3.424731969833374,2.492175340652466,3.378298044204712,2.761861801147461,4.018933296203613,2.598877191543579,3.4384772777557373,3.3192007541656494,2.24865460395813,3.9851090908050537,3.196833848953247,3.5758728981018066,['Ross Geller'],Neutral,7,8,2,11,00:16:02.086,00:16:03.878
"You're still gonna pay me, right? Or something a little less selfish.",2.4743258953094482,3.7503926753997803,4.038815975189209,3.360330820083618,2.8764092922210693,3.1156675815582275,1.9771811962127686,3.5664031505584717,3.45253849029541,3.8183181285858154,3.505793333053589,2.9685840606689453,3.5312070846557617,3.798370122909546,1.9539456367492676,3.7696003913879395,2.287877082824707,1.562352180480957,3.7325429916381836,2.3874051570892334,3.2107009887695312,['Monica Geller'],Mad,7,9,2,11,00:16:13.430,00:16:20.228
"Carol, what's the matter? What happened?",4.206418037414551,2.4305875301361084,2.6531550884246826,1.4715821743011475,4.776832103729248,3.3650267124176025,3.381131649017334,2.1302266120910645,3.146728038787842,2.837738037109375,1.735718846321106,3.8402163982391357,2.214512825012207,3.3485467433929443,3.303983449935913,2.80580997467041,3.1773695945739746,2.0932676792144775,4.118720054626465,3.5297152996063232,3.8517236709594727,['Ross Geller'],Neutral,7,10,2,11,00:16:20.437,00:16:25.525
Oh my god.,3.8060004711151123,2.6971354484558105,3.0191118717193604,2.2997512817382812,3.989348888397217,3.4703752994537354,3.042106866836548,2.3486924171447754,3.475311756134033,3.2091383934020996,2.4946725368499756,3.595822334289551,2.3531558513641357,3.7643096446990967,3.2474231719970703,3.2878313064575195,2.904635190963745,1.982588529586792,4.197221279144287,3.0765531063079834,3.8173015117645264,['Ross Geller'],Neutral,7,12,2,11,00:16:22.606,00:16:25.525
It's ok. I'm sorry.,3.248931646347046,2.8021984100341797,3.423722505569458,1.9659888744354248,4.220165729522705,3.782881021499634,2.7176265716552734,3.8691046237945557,2.0601725578308105,3.307049036026001,2.3063230514526367,3.540799379348755,3.176879644393921,2.442605495452881,2.7238268852233887,3.28403902053833,2.805928945541382,1.6271473169326782,3.9733500480651855,3.4740402698516846,3.8362691402435303,['Ross Geller'],Neutral,7,14,2,11,00:16:26.151,00:16:29.529
"I uh can't believe I'm gonna say this, but I think Susan's right.",3.104804277420044,3.169386625289917,3.631761074066162,3.4386446475982666,2.940417766571045,3.7849674224853516,2.351310968399048,3.700126886367798,3.190624713897705,3.5829358100891113,3.5768847465515137,3.33546781539917,3.2625083923339844,3.6035847663879395,2.3709957599639893,3.6951019763946533,2.2995104789733887,1.5623985528945923,4.140600681304932,2.4854915142059326,3.548567533493042,['Ross Geller'],Powerful,7,16,2,11,00:16:45.129,00:16:52.969
You do?,2.6556053161621094,3.629725217819214,3.966204881668091,3.3638226985931396,3.0229716300964355,3.266228437423706,2.2086212635040283,3.5967366695404053,3.3031203746795654,3.780616283416748,3.448322296142578,3.1244771480560303,3.3954415321350098,3.6850149631500244,2.284435510635376,3.730593204498291,2.367739200592041,1.5866477489471436,3.9763519763946533,2.4579780101776123,3.336893081665039,['Carol Willick'],Mad,7,17,2,11,00:16:49.174,00:16:52.969
"Look, do you love her? And you don't have to be too emphatic about this.",2.663800001144409,3.519357442855835,3.830425977706909,3.547924518585205,2.705946207046509,3.340113878250122,1.9118506908416748,3.6006228923797607,3.626938819885254,3.7446887493133545,3.5875492095947266,3.0677194595336914,3.3531172275543213,3.984198808670044,1.9086393117904663,3.7497212886810303,2.332312822341919,1.693164587020874,3.9088938236236572,2.287317991256714,3.292469024658203,['Ross Geller'],Neutral,7,18,2,11,00:16:53.762,00:17:03.062
Of course I do.,2.617034673690796,3.5096487998962402,3.998424768447876,3.061922788619995,3.3181653022766113,3.5375916957855225,2.2279365062713623,3.85774564743042,2.8762338161468506,3.7784712314605713,3.311692237854004,3.205312967300415,3.4976134300231934,3.272341728210449,2.24544358253479,3.6481192111968994,2.489888906478882,1.5871800184249878,4.006533145904541,2.7159221172332764,3.57584285736084,['Carol Willick'],Mad,7,19,2,11,00:16:55.764,00:16:59.809
You're right. Of course you're right.,3.1360597610473633,3.3326022624969482,3.670323371887207,3.30041241645813,3.1733040809631348,3.519820213317871,2.3269240856170654,3.285954713821411,3.5304417610168457,3.637420177459717,3.3558144569396973,3.2755393981933594,3.0861096382141113,3.8726136684417725,2.4269001483917236,3.6872007846832275,2.5020647048950195,1.758672833442688,4.067367076873779,2.5936567783355713,3.4330270290374756,['Carol Willick'],Neutral,7,21,2,11,00:17:02.021,00:17:04.897
So we're back on?,3.3283631801605225,3.176818370819092,3.4249954223632812,2.848510265350342,3.5707273483276367,3.6659345626831055,2.3951375484466553,2.987248659133911,3.6999456882476807,3.5844006538391113,3.041602611541748,3.3489670753479004,2.804377794265747,4.067819595336914,2.520310163497925,3.504603147506714,2.8025858402252197,1.8818325996398926,4.135345935821533,2.8310189247131348,3.665963649749756,['Monica Geller'],Scared,7,22,2,11,00:17:03.313,00:17:04.897
We're back on.,2.9861605167388916,3.1213207244873047,3.6635029315948486,2.667433500289917,3.7717089653015137,3.8346171379089355,2.3357350826263428,3.518853187561035,2.9982471466064453,3.7415683269500732,3.0141077041625977,3.3569705486297607,3.1107630729675293,3.4807229042053223,2.512835741043091,3.412407398223877,2.7424588203430176,1.7387868165969849,4.1875410079956055,2.9225785732269287,3.9147698879241943,['Carol Willick'],Powerful,7,23,2,11,00:17:05.107,00:17:09.235
"You heard the woman. Peel, chop, devil! I can't believe I lost 2 minutes.",2.558432102203369,3.574723958969116,4.0756001472473145,1.8588258028030396,4.203181743621826,2.9778904914855957,2.3946917057037354,4.132106781005859,1.9624814987182617,3.664318561553955,2.3214735984802246,3.002678871154785,3.5735857486724854,2.35115909576416,2.441115140914917,3.422009229660034,2.764221429824829,1.6332625150680542,3.506662607192993,3.3825528621673584,3.358736515045166,['Monica Geller'],Powerful,7,24,2,11,00:17:28.589,00:17:37.263
"It just seems so futile, you know ? All these women, and nothing. I feel like Superman without my powers, you know? I have the cape, and yet I cannot fly.",2.9551165103912354,3.4124057292938232,3.8290157318115234,1.4161068201065063,4.692661285400391,3.1933977603912354,2.4018161296844482,3.4570837020874023,2.7061123847961426,3.591459035873413,2.069582939147949,3.05907940864563,3.1219773292541504,3.008312940597534,2.5550448894500732,3.183243751525879,3.317316770553589,1.9400500059127808,3.598235845565796,3.6685402393341064,3.6640779972076416,['Joey Tribbiani'],Powerful,8,2,2,11,00:17:34.970,00:18:03.956
"Well now you understand how I feel every single day, ok? The world is my lesbian wedding.",2.6647720336914062,3.058518409729004,3.553957939147949,4.323789596557617,1.9124642610549927,3.5757627487182617,1.9733924865722656,3.7663919925689697,3.3431825637817383,3.5527024269104004,4.181902885437012,3.246297597885132,3.392242670059204,3.720679759979248,1.8434104919433594,3.825244665145874,1.6196458339691162,1.2658883333206177,4.073678970336914,1.7609126567840576,3.319920301437378,['Chandler Bing'],Joyful,8,3,2,11,00:18:06.210,00:18:17.428
"Butterscotch? No one? All right, you'll be sorry later.",3.2442409992218018,3.51141095161438,3.6818246841430664,1.7197911739349365,4.457602024078369,2.6997289657592773,2.424018383026123,3.1272964477539062,3.3382372856140137,3.4596405029296875,2.0740034580230713,3.1865596771240234,3.1283984184265137,3.4748146533966064,2.43044114112854,3.4579203128814697,3.343489646911621,2.1251165866851807,3.5059568881988525,3.489499092102051,3.324038028717041,['Phoebe Buffay'],Mad,8,4,2,11,00:18:20.140,00:18:32.110
Thank you.,3.007133722305298,3.271225929260254,3.7069830894470215,3.274634599685669,3.2330808639526367,3.570282459259033,2.3049092292785645,3.342611789703369,3.3444080352783203,3.6603927612304688,3.4371063709259033,3.3556718826293945,3.1471641063690186,3.8061342239379883,2.359034538269043,3.593920946121216,2.4983532428741455,1.6527155637741089,4.197508335113525,2.521427869796753,3.608928680419922,['Carol Willick'],Neutral,8,5,2,11,00:18:25.270,00:18:26.562
Any time.,2.8838465213775635,3.539584159851074,3.811162233352661,3.203723430633545,3.3290650844573975,3.1843795776367188,2.2753067016601562,3.020298480987549,3.585967779159546,3.7593188285827637,3.255776882171631,3.205303430557251,3.2305498123168945,3.971313238143921,2.3375604152679443,3.619539737701416,2.5555994510650635,1.752950668334961,3.9824695587158203,2.5181732177734375,3.414468288421631,['Ross Geller'],Sad,8,6,2,11,00:18:27.898,00:18:29.190
Ross.,3.2000768184661865,3.3639628887176514,3.5855212211608887,2.5907819271087646,3.9327328205108643,3.284158229827881,2.2964954376220703,2.8245174884796143,3.7827303409576416,3.6658618450164795,2.709381341934204,3.295590877532959,2.8376784324645996,4.057669639587402,2.4081385135650635,3.404900074005127,3.1326169967651367,2.1092076301574707,4.019151210784912,2.9267871379852295,3.6285483837127686,['Carol Willick'],Peaceful,8,7,2,11,00:18:29.441,00:18:32.110
"You know, nothing makes God happier than when two people, any two people, come together in love. Friends, family, we're gathered here today to join Carol and Susan in holy matrimony.",3.173006057739258,2.9118759632110596,3.092569589614868,4.745494365692139,1.3408361673355103,3.2257442474365234,2.0390408039093018,2.681574821472168,4.086353302001953,3.2082624435424805,4.149672985076904,3.1939544677734375,2.7327582836151123,4.29516077041626,2.019096612930298,3.822570323944092,1.3873728513717651,1.250754714012146,3.925755739212036,1.3039964437484741,2.8014328479766846,['Minister'],Powerful,8,8,2,11,00:18:40.994,00:19:30.543
"Oh my god. Now I've seen everything! Whoa, she's gone. She's gone. She's gone! Go ahead, get married. Go, go.",3.778003454208374,2.8067407608032227,3.1285290718078613,1.979339838027954,4.300363540649414,3.3496546745300293,3.374119758605957,2.698230266571045,3.0561394691467285,3.2006821632385254,2.3339059352874756,3.5673768520355225,2.531259298324585,3.3254196643829346,3.3194077014923096,3.188720941543579,2.7670304775238037,1.828765869140625,3.989859104156494,3.4039745330810547,3.8387575149536133,['Phoebe Buffay'],Joyful,8,9,2,11,00:19:30.794,00:19:44.682
Would you look at them?,2.2235469818115234,4.05989408493042,4.291629314422607,3.237901449203491,2.9491593837738037,2.5625112056732178,2.071814775466919,3.6761975288391113,3.0629184246063232,3.892888069152832,3.3611068725585938,2.727975606918335,3.6001744270324707,3.4183642864227295,2.1712796688079834,3.7419803142547607,2.202793836593628,1.5901669263839722,3.5395848751068115,2.371839761734009,2.9548327922821045,['Monica Geller'],Joyful,9,2,2,11,00:19:32.462,00:19:39.510
"Yeah, can't help but.",2.7104711532592773,3.6270458698272705,3.999420166015625,2.935497999191284,3.4407691955566406,3.3713691234588623,2.287370443344116,3.6900813579559326,3.001368999481201,3.7534120082855225,3.1527769565582275,3.1141321659088135,3.4403092861175537,3.358372688293457,2.368835210800171,3.6651463508605957,2.527839422225952,1.582982063293457,3.9059369564056396,2.8087174892425537,3.531619071960449,['Ross Geller'],Powerful,9,3,2,11,00:19:38.093,00:19:39.510
How's that pig-in-the-blanket workin' out for you? I wrapped those bad boys.,1.919780969619751,3.954092502593994,4.31710958480835,3.5893914699554443,2.357891082763672,2.768217086791992,1.7300350666046143,4.302726745605469,2.3951339721679688,3.854572057723999,3.6644535064697266,2.660386085510254,3.968597412109375,2.840991258621216,1.8020265102386475,3.9067859649658203,1.724371314048767,1.2017602920532227,3.470522880554199,2.040510416030884,2.8072614669799805,['Joey Tribbiani'],Peaceful,9,4,2,11,00:19:55.736,00:20:09.707
I miss Rose.,3.3819897174835205,2.652620792388916,3.3543453216552734,1.7714262008666992,4.513772010803223,3.7568583488464355,3.067091226577759,2.8926219940185547,2.4183201789855957,3.389549493789673,2.1903200149536133,3.5962271690368652,2.597504138946533,2.9295380115509033,3.300180673599243,2.885181188583374,2.9208824634552,1.59391450881958,4.172675132751465,3.4686496257781982,4.154557228088379,['Phoebe Buffay'],Scared,9,5,2,11,00:20:03.702,00:20:06.579
"Oh, yeah?",2.9625914096832275,3.670149326324463,3.786503791809082,2.822481632232666,3.535944938659668,3.039602756500244,2.167691946029663,2.977189302444458,3.874525785446167,3.7038187980651855,2.890307664871216,3.0751686096191406,3.019666910171509,4.14794921875,2.276306390762329,3.6070454120635986,2.8632261753082275,2.0158042907714844,3.862175703048706,2.7260940074920654,3.358905792236328,['Chandler Bing'],Sad,9,6,2,11,00:20:07.623,00:20:09.707
"Ok, that's so nice.",3.0052201747894287,3.3431029319763184,3.256523847579956,4.809849739074707,1.1907602548599243,2.7801826000213623,1.9805469512939453,2.731471061706543,4.019643783569336,3.1742067337036133,4.164906978607178,3.012040853500366,2.883516788482666,4.18418025970459,1.913475513458252,3.938632011413574,1.336397647857666,1.2236067056655884,3.57352614402771,1.2799842357635498,2.4002575874328613,['Phoebe Buffay'],Peaceful,9,9,2,11,00:20:11.460,00:20:13.669
"I shouldn't even bother coming up with a line, right?",2.219514846801758,3.891193151473999,4.356142520904541,2.5969889163970947,3.416851758956909,3.0247159004211426,2.0344884395599365,4.158534526824951,2.3115780353546143,3.8530197143554688,3.0796070098876953,2.7510769367218018,3.720001697540283,2.7593536376953125,2.165203094482422,3.6259355545043945,2.356301784515381,1.4925273656845093,3.48901104927063,2.822530746459961,3.2107574939727783,['Chandler Bing'],Powerful,9,10,2,11,00:20:33.732,00:20:46.619
"Hey, Mom? Having fun?",2.2952940464019775,4.001983165740967,4.123889923095703,4.075801849365234,2.0252530574798584,2.531162738800049,1.969767451286316,3.4260454177856445,3.3437306880950928,3.737006902694702,3.82342791557312,2.750234842300415,3.5048389434814453,3.649871587753296,2.001650333404541,3.933367967605591,1.5947953462600708,1.2867735624313354,3.4804747104644775,1.7324811220169067,2.6336874961853027,['Rachel Green'],Joyful,9,11,2,11,00:20:43.659,00:20:46.619
"Oh, am I! I just danced with a wonderfully large woman. And three other girls made eyes at me over the buffet. Oh, I'm not saying it's something I wanna pursue, but it's nice to know I have options.",2.9747750759124756,3.139657974243164,3.345527410507202,4.372905731201172,1.856061577796936,3.3342695236206055,1.9423913955688477,3.4753217697143555,3.7934882640838623,3.3463783264160156,4.033367156982422,3.183528184890747,3.373697519302368,4.06826639175415,1.7392321825027466,3.9556267261505127,1.7422001361846924,1.4691643714904785,3.885857582092285,1.7769863605499268,3.061851978302002,['Sandra Green'],Joyful,9,12,2,11,00:20:49.623,00:21:05.805
"There's more alcohol, right?",2.753916025161743,3.790811538696289,3.9618594646453857,1.4838893413543701,4.534526348114014,2.339380979537964,2.1404380798339844,2.8279640674591064,3.1617560386657715,3.607048749923706,1.8027989864349365,2.635890007019043,2.949882745742798,3.2959203720092773,2.461224317550659,3.3254804611206055,3.310134172439575,2.1736226081848145,3.343698740005493,3.529567003250122,3.1089935302734375,['Rachel Green'],Joyful,9,13,2,11,00:20:51.500,00:20:56.212
