Sr No.,Utterance,suddenness,familiarity,predict_event,pleasantness,unpleasantness,goal_relevance,chance_responsblt,self_responsblt,other_responsblt,predict_conseq,goal_support,urgency,self_control,other_control,chance_control,accept_conseq,standards,social_norms,attention,not_consider,effort,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
6648,I guess.,2.9866652488708496,3.3144335746765137,3.757997512817383,2.7390828132629395,3.7373905181884766,3.566286563873291,2.3126914501190186,3.513150691986084,3.1495938301086426,3.6637399196624756,2.9999635219573975,3.340226173400879,3.2391858100891113,3.5275583267211914,2.3296844959259033,3.563413381576538,2.7998404502868652,1.8257691860198975,4.134050369262695,2.949643135070801,3.75189208984375,Kristin,neutral,neutral,659,7,1,14,"00:15:31,639","00:15:33,014"
6649,Are you sure? Great. Carol? Wanna come over and join us?,3.034730911254883,3.0653903484344482,3.3493075370788574,4.534006595611572,1.7527252435684204,3.431906223297119,2.0888707637786865,3.384479284286499,3.6118829250335693,3.4158847332000732,4.155004024505615,3.2271921634674072,3.247225046157837,3.965531587600708,2.0332725048065186,3.8596949577331543,1.5287448167800903,1.2839471101760864,4.049330711364746,1.575207233428955,2.9602487087249756,Ross,neutral,neutral,659,8,1,14,"00:15:35,601","00:15:37,185"
6650,"Oh, no no no. I'm fine. I'm fine.",3.5932488441467285,2.155029773712158,2.708326578140259,1.81684148311615,4.044819355010986,3.885108470916748,3.5646398067474365,2.8441028594970703,1.6629587411880493,2.869779348373413,2.2496252059936523,3.6510095596313477,2.3586175441741943,2.204793691635132,3.7197868824005127,2.8421664237976074,2.2864913940429688,1.2360632419586182,4.061368942260742,3.2328031063079834,4.0883612632751465,Carol,neutral,neutral,659,9,1,14,"00:15:37,394","00:15:38,645"
6651,Come on.,3.0809175968170166,3.4532036781311035,3.7186121940612793,2.6177093982696533,3.8641135692596436,3.2680861949920654,2.3570690155029297,2.9117777347564697,3.6078906059265137,3.7209088802337646,2.8559350967407227,3.2875094413757324,2.9548847675323486,3.9151642322540283,2.4766108989715576,3.459379196166992,2.866086483001709,1.9824597835540771,3.986706018447876,2.890505790710449,3.564326286315918,Ross,neutral,neutral,659,10,1,14,"0:15:38,896","0:15:41,198"
6652,These people'll scooch down.,3.5802156925201416,2.9928181171417236,2.9962377548217773,1.3098533153533936,4.594577312469482,2.564143657684326,2.137812852859497,1.7244367599487305,4.407610893249512,3.105651378631592,1.634103775024414,3.1670966148376465,2.2799806594848633,4.227173328399658,2.260474920272827,3.1036386489868164,3.9337151050567627,2.8564071655273438,3.523106813430786,3.4122486114501953,3.435826301574707,Ross,neutral,neutral,659,11,1,14,"0:15:41,198","0:15:42,033"
6653,"You guys'll scooch, won't you?",2.755096673965454,3.9098236560821533,3.9385693073272705,1.6488324403762817,4.275622844696045,2.147331953048706,2.0004937648773193,2.4544782638549805,3.772545099258423,3.5720415115356445,2.0216495990753174,2.6248347759246826,2.828538656234741,3.764319658279419,2.3008806705474854,3.3352534770965576,3.272282600402832,2.2316761016845703,3.144620895385742,3.2942752838134766,3.1388778686523438,Ross,neutral,neutral,659,12,1,14,"00:15:42,358","00:15:45,401"
6654,Let's try scooching!,2.042959690093994,3.6698334217071533,4.251863956451416,3.5471231937408447,2.549494981765747,2.8907876014709473,1.9298393726348877,4.202867031097412,2.3025529384613037,3.8701748847961426,3.6167187690734863,2.8990302085876465,3.8185789585113525,2.744706869125366,2.142820119857788,3.7624595165252686,1.6964222192764282,1.2407054901123047,3.8130574226379395,2.1109213829040527,3.162505865097046,Ross,joy,positive,659,13,1,14,"0:15:45,736","0:15:46,738"
6655,Come on.,3.0809175968170166,3.4532036781311035,3.7186121940612793,2.6177093982696533,3.8641135692596436,3.2680861949920654,2.3570690155029297,2.9117777347564697,3.6078906059265137,3.7209088802337646,2.8559350967407227,3.2875094413757324,2.9548847675323486,3.9151642322540283,2.4766108989715576,3.459379196166992,2.866086483001709,1.9824597835540771,3.986706018447876,2.890505790710449,3.564326286315918,Ross,neutral,neutral,659,14,1,14,"0:15:46,738","0:15:47,072"
6656,Come on.,3.0809175968170166,3.4532036781311035,3.7186121940612793,2.6177093982696533,3.8641135692596436,3.2680861949920654,2.3570690155029297,2.9117777347564697,3.6078906059265137,3.7209088802337646,2.8559350967407227,3.2875094413757324,2.9548847675323486,3.9151642322540283,2.4766108989715576,3.459379196166992,2.866086483001709,1.9824597835540771,3.986706018447876,2.890505790710449,3.564326286315918,Ross,neutral,neutral,659,15,1,14,"0:15:47,072","0:15:48,746"
6657,"Uh, Kristen Riggs, this is Carol Willick.",3.233452558517456,3.3423492908477783,3.569658041000366,2.833498477935791,3.5307624340057373,3.1231765747070312,2.2614471912384033,2.533531904220581,4.075721740722656,3.5686826705932617,2.9659178256988525,3.221466541290283,2.706244707107544,4.346810817718506,2.47200870513916,3.523287296295166,2.8118929862976074,2.0081281661987305,3.899442672729492,2.6732304096221924,3.4589285850524902,Ross,neutral,neutral,659,16,1,14,"00:15:53,118","00:15:56,204"
6658,"Carol, Kristin.",3.0236809253692627,3.609940528869629,3.8352298736572266,2.8193256855010986,3.662384271621704,3.06400728225708,2.2366836071014404,2.8737618923187256,3.7822279930114746,3.7274022102355957,2.8799734115600586,3.2024378776550293,2.9841513633728027,4.059614181518555,2.363396167755127,3.525430917739868,2.845954418182373,1.9281316995620728,3.883512496948242,2.7156271934509277,3.4171667098999023,Ross,neutral,neutral,659,17,1,14,"00:15:56,455","00:15:58,915"
6659,"Uh, Carol teaches sixth grade.",2.950953722000122,3.6653785705566406,3.723802328109741,2.7502987384796143,3.397221565246582,2.5263311862945557,2.198437452316284,2.2086126804351807,4.232062816619873,3.556156873703003,2.7831673622131348,3.0001232624053955,2.6790542602539062,4.432228088378906,2.3590195178985596,3.5856995582580566,2.705596446990967,2.0321664810180664,3.537402629852295,2.5469555854797363,3.0474836826324463,Ross,neutral,neutral,659,18,1,14,"00:15:59,083","00:16:01,417"
6660,"And, Kristin, Kristin......does something that, funnily enough, wasn't even her major!",3.247081995010376,3.0634360313415527,3.016018867492676,4.4701385498046875,1.751052975654602,3.0855040550231934,2.0017006397247314,2.8005709648132324,4.37930154800415,3.113840103149414,3.888678550720215,3.2208902835845947,2.9041717052459717,4.465576171875,1.8152965307235718,3.881646156311035,1.789992094039917,1.6130759716033936,3.8823318481445312,1.6049200296401978,2.8389477729797363,Ross,joy,positive,659,19,1,14,"00:16:11,387","00:16:22,188"
6661,Okay.,3.0960805416107178,3.352083206176758,3.70230770111084,2.757962942123413,3.7484524250030518,3.5003206729888916,2.3668055534362793,3.175466537475586,3.440899610519409,3.7225241661071777,2.922781467437744,3.302438259124756,2.9776978492736816,3.843254804611206,2.490079164505005,3.475057601928711,2.864987850189209,1.887105941772461,4.152709007263184,2.870107412338257,3.7004668712615967,Paul,neutral,neutral,660,0,6,23,"00:04:56,629","00:04:58,505"
6663,When I was six years old.,2.7806334495544434,3.3858628273010254,3.8051280975341797,3.0148215293884277,3.4446756839752197,3.3634116649627686,2.2282092571258545,3.6181042194366455,3.190035343170166,3.723647117614746,3.218074321746826,3.2929883003234863,3.3900697231292725,3.5001442432403564,2.273009777069092,3.697486639022827,2.520390510559082,1.6632707118988037,4.079065322875977,2.770270824432373,3.663796901702881,Paul,neutral,neutral,660,1,6,23,"0:05:01,301","0:05:02,433"
6664,Hm-mm,3.101827621459961,3.4229907989501953,3.7880966663360596,2.641444444656372,3.8254334926605225,3.3446366786956787,2.5642380714416504,3.153691530227661,3.3471462726593018,3.639376163482666,2.8712379932403564,3.3029112815856934,3.033266544342041,3.6734254360198975,2.6865127086639404,3.516817569732666,2.7791035175323486,1.8234976530075073,4.027861595153809,3.01042103767395,3.6840696334838867,Rachel,neutral,neutral,660,2,6,23,"0:05:02,433","0:05:03,137"
6665,I wanted a big wheel.,2.789949417114258,3.370000123977661,3.8211586475372314,3.307657241821289,3.0871856212615967,3.2677536010742188,2.1806297302246094,3.654093027114868,3.3515431880950928,3.71795654296875,3.487006425857544,3.30295467376709,3.4870340824127197,3.6776418685913086,2.111910581588745,3.8079843521118164,2.2662997245788574,1.5295631885528564,3.969191789627075,2.5367770195007324,3.4749653339385986,Paul,neutral,neutral,660,3,6,23,"00:05:03,261","00:05:05,220"
6666,And instead my parents got me this little plastic chicken that you hop around on.,3.370290756225586,2.773261547088623,2.639187812805176,4.781660079956055,1.100630521774292,2.5481412410736084,1.9111723899841309,2.012221574783325,4.630715370178223,2.7547757625579834,3.9799885749816895,3.2076077461242676,2.528531551361084,4.512295722961426,1.7470489740371704,3.9284329414367676,1.2819204330444336,1.2680355310440063,3.50764536857605,1.2114871740341187,2.189528465270996,Paul,anger,negative,660,4,6,23,"00:05:05,471","00:05:12,311"
6667,"It was embarrassing, kids made fun of me.",3.6344406604766846,2.7339160442352295,2.9540514945983887,1.2743148803710938,4.746071815490723,3.4428274631500244,2.194432258605957,3.12526798248291,3.4771366119384766,3.0932259559631348,1.8395822048187256,3.4784698486328125,2.8245601654052734,3.5471770763397217,2.0088210105895996,2.998676300048828,3.7826731204986572,2.4431090354919434,3.870760917663574,3.7084734439849854,3.9633541107177734,Paul,sadness,negative,660,5,6,23,"00:05:12,979","00:05:15,105"
6668,That was a pretty tough year.,3.11064076423645,2.9528071880340576,3.5603697299957275,2.128445625305176,4.145573616027832,3.8543813228607178,2.735678195953369,3.373772621154785,2.5474815368652344,3.5763354301452637,2.6378374099731445,3.3986928462982178,2.895160675048828,3.012819290161133,2.920783758163452,3.2167301177978516,2.7870209217071533,1.5853545665740967,4.131557464599609,3.2959625720977783,4.128232955932617,Paul,sadness,negative,660,6,6,23,"00:05:15,273","00:05:17,107"
6669,That’s-that’s great!,3.1921768188476562,3.1987478733062744,3.3136866092681885,4.459942817687988,1.7629724740982056,3.3070738315582275,2.355971336364746,3.0713651180267334,3.748227834701538,3.2789602279663086,4.0381879806518555,3.2561891078948975,2.951908826828003,4.0445556640625,2.2396581172943115,3.8935747146606445,1.563668966293335,1.3082380294799805,4.017155170440674,1.7137585878372192,2.9712514877319336,Rachel,joy,positive,660,7,6,23,"0:05:18,484","0:05:19,569"
6670,See?,3.007981061935425,3.3820128440856934,3.67927622795105,3.347640037536621,3.1357054710388184,3.373704433441162,2.265333652496338,3.411504030227661,3.5211827754974365,3.655284881591797,3.322422504425049,3.264983892440796,3.1868133544921875,3.875847101211548,2.328890085220337,3.7197346687316895,2.5086774826049805,1.7738925218582153,4.105976104736328,2.5640273094177246,3.4960005283355713,Rachel,neutral,neutral,660,8,6,23,"0:05:19,569","0:05:20,877"
6671,I already feel like I know you a little better!,2.757481336593628,3.0482053756713867,3.482672691345215,4.625024318695068,1.5550522804260254,3.371267318725586,1.8844400644302368,3.636246681213379,3.398488998413086,3.3964247703552246,4.268160820007324,3.170405864715576,3.3115298748016357,3.7630982398986816,1.8558977842330933,3.9178380966186523,1.3500161170959473,1.161038875579834,4.074616432189941,1.489946722984314,3.0522260665893555,Rachel,joy,positive,660,9,6,23,"0:05:20,987","0:05:23,129"
6672,Thank you.,3.007133722305298,3.271225929260254,3.7069830894470215,3.274634599685669,3.2330808639526367,3.570282459259033,2.3049092292785645,3.342611789703369,3.3444080352783203,3.6603927612304688,3.4371063709259033,3.3556718826293945,3.1471641063690186,3.8061342239379883,2.359034538269043,3.593920946121216,2.4983532428741455,1.6527155637741089,4.197508335113525,2.521427869796753,3.608928680419922,Rachel,joy,positive,660,10,6,23,"0:05:23,129","0:05:24,209"
6673,"Okay, come on.",3.1319711208343506,3.575915575027466,3.684396505355835,2.481123208999634,3.804962635040283,2.959696054458618,2.222221612930298,2.545694589614868,3.967599630355835,3.5863094329833984,2.6729583740234375,3.0593113899230957,2.739084243774414,4.179193496704102,2.4364216327667236,3.521723985671997,3.0855910778045654,2.1598448753356934,3.7779877185821533,2.854128122329712,3.3539628982543945,Rachel,neutral,neutral,660,11,6,23,"0:05:24,324","0:05:25,075"
6674,Now we can go eat.,2.036580801010132,3.8787453174591064,4.283924102783203,3.967543363571167,2.22505521774292,2.7521281242370605,1.870957612991333,3.8029816150665283,2.81709361076355,3.8943097591400146,3.8799405097961426,2.7576608657836914,3.7191901206970215,3.200378894805908,2.0122439861297607,3.869161605834961,1.5996661186218262,1.2126965522766113,3.635228395462036,1.7970385551452637,2.8714683055877686,Rachel,neutral,neutral,660,12,6,23,"0:05:25,075","0:05:25,667"
6675,Let’s go.,2.240262269973755,3.6096138954162598,4.190639019012451,3.2448389530181885,3.031989574432373,3.21126127243042,1.9761985540390015,4.026891708374023,2.6092028617858887,3.961294651031494,3.480618953704834,3.0056347846984863,3.6079914569854736,3.1380646228790283,2.145371198654175,3.7053279876708984,2.1351025104522705,1.4419639110565186,3.9767873287200928,2.402195930480957,3.3870813846588135,Rachel,neutral,neutral,660,13,6,23,"0:05:25,667","0:05:27,423"
6676,It was horrible. They called me chicken boy.,3.618046760559082,2.9340195655822754,2.984539747238159,1.42475426197052,4.6229963302612305,3.028111219406128,2.02988600730896,2.336411952972412,4.163075923919678,3.0511388778686523,1.8057684898376465,3.308253765106201,2.541802406311035,4.140887260437012,1.9977418184280396,3.071939468383789,3.929932117462158,2.718217372894287,3.735236167907715,3.5226407051086426,3.671522617340088,Paul,sadness,negative,660,14,6,23,"00:05:30,163","00:05:36,752"
6677,Oh!,3.2896859645843506,3.2040703296661377,3.543036460876465,2.9379405975341797,3.5000247955322266,3.5550856590270996,2.6343908309936523,3.0503809452056885,3.5008180141448975,3.5857815742492676,3.1092090606689453,3.4388742446899414,2.9254238605499268,3.8868298530578613,2.6890764236450195,3.550260543823242,2.646784543991089,1.7696175575256348,4.1639404296875,2.790428400039673,3.6923913955688477,Rachel,surprise,positive,660,15,6,23,"00:07:12,473","00:07:14,182"
6678,"Will you pick one, just pick one! Here, how about that one?",2.6169261932373047,3.9120571613311768,4.008038520812988,3.349024772644043,2.9613049030303955,2.8031187057495117,2.0936272144317627,3.2887420654296875,3.572063446044922,3.7725329399108887,3.38460111618042,2.875175714492798,3.278397560119629,3.924967050552368,2.1837291717529297,3.7598421573638916,2.293240547180176,1.6878410577774048,3.720930814743042,2.38036847114563,3.038135051727295,Joey,anger,negative,661,0,1,12,"00:11:59,301","00:12:02,929"
6679,That's patio furniture!,2.600321054458618,3.68391489982605,3.8154711723327637,4.3424859046936035,1.8523354530334473,2.454322576522827,1.9509022235870361,3.136319875717163,3.703773021697998,3.562730312347412,3.954724073410034,2.883122682571411,3.280575752258301,3.9089062213897705,2.0307929515838623,3.961819887161255,1.6532820463180542,1.457801342010498,3.692047119140625,1.6092414855957031,2.636671543121338,Chandler,surprise,negative,661,1,1,12,"00:12:03,681","00:12:05,682"
6680,"So what, like people are gonna come in and think, ""Uh-oh, I'm outside again?"" Of course!",2.6479907035827637,3.858013868331909,4.080970287322998,2.020082473754883,4.032612323760986,2.617628335952759,2.3691155910491943,3.650029182434082,2.8122053146362305,3.6952311992645264,2.4397659301757812,2.9521589279174805,3.456225872039795,3.073448896408081,2.3773255348205566,3.531721591949463,2.8217997550964355,1.7518469095230103,3.4065749645233154,3.1473231315612793,3.2002217769622803,Joey,neutral,neutral,661,2,1,12,"00:12:06,142","00:12:14,232"
6681,What about the birds?,3.482063055038452,3.1223232746124268,3.353983163833618,1.2926857471466064,4.891118049621582,2.7396650314331055,3.162724733352661,2.4465172290802,2.8184993267059326,3.2564480304718018,1.6120291948318481,3.306093692779541,2.5147640705108643,3.0027880668640137,3.2660086154937744,2.998060464859009,3.1443748474121094,1.9543647766113281,3.714977979660034,3.695202589035034,3.5438337326049805,Chandler,neutral,neutral,661,3,1,12,"00:12:12,523","00:12:14,232"
6682,"I don't know, birds just don't say, ""Hello, sit here, eat something.""",2.7811920642852783,4.115039825439453,3.8324477672576904,2.233670949935913,3.4676718711853027,1.6053715944290161,2.487692356109619,1.9231208562850952,3.65735125541687,3.3416852951049805,2.348180055618286,2.597701072692871,2.6991562843322754,3.731675386428833,2.735659599304199,3.462355375289917,2.5600883960723877,1.8899482488632202,2.9762885570526123,2.7170605659484863,2.532127618789673,Joey,neutral,neutral,661,4,1,12,"00:12:15,651","00:12:20,196"
6683,You pick one.,2.791072130203247,3.682532548904419,3.892385721206665,2.619133949279785,3.841064691543579,3.0350639820098877,2.215416669845581,3.155653953552246,3.491079330444336,3.806732654571533,2.817540168762207,3.0373806953430176,3.053022861480713,3.8203959465026855,2.4139556884765625,3.5332210063934326,2.8787691593170166,1.9260624647140503,3.8881828784942627,2.884014844894409,3.4498889446258545,Chandler,neutral,neutral,661,5,1,12,"00:12:21,282","00:12:22,782"
6684,"All right, how about the ladybugs?",2.6131627559661865,3.922264575958252,4.037351608276367,3.823349952697754,2.484823703765869,2.6616668701171875,2.3015296459198,3.246121406555176,3.396714687347412,3.6972053050994873,3.625131130218506,2.916149139404297,3.242755889892578,3.6759047508239746,2.432861089706421,3.8651108741760254,1.822972297668457,1.50703763961792,3.793813943862915,2.0662591457366943,2.9437255859375,Joey,neutral,neutral,661,6,1,12,"00:12:22,950","00:12:24,325"
6685,"Oh, so, forget about the birds, but big red insects suggest fine dining!",2.5220961570739746,4.143527507781982,4.134246349334717,3.2970099449157715,2.8337907791137695,2.205024242401123,2.4125468730926514,3.2734131813049316,3.067244291305542,3.6384060382843018,3.1865363121032715,2.689401388168335,3.3416574001312256,3.2737910747528076,2.4939041137695312,3.8549559116363525,1.9540034532546997,1.5341172218322754,3.421048164367676,2.359506130218506,2.700766086578369,Chandler,anger,negative,661,7,1,12,"00:12:24,493","00:12:28,705"
6686,"Fine, you want to get the birds, get the birds!",2.1566436290740967,4.273141860961914,4.361533164978027,2.199639320373535,3.6758573055267334,2.018885612487793,2.1151702404022217,3.004826784133911,3.058605909347534,3.8289337158203125,2.551327705383301,2.5216879844665527,3.2725777626037598,3.353330135345459,2.3865609169006348,3.523249626159668,2.582085609436035,1.719030499458313,3.157064199447632,2.7816226482391357,2.8305625915527344,Joey,anger,negative,661,8,1,12,"00:12:29,290","00:12:31,207"
6687,"Not like that, I won't!  Kip would have liked the birds!",3.292304754257202,3.0899739265441895,3.5912511348724365,2.219064235687256,4.0778632164001465,3.5382602214813232,3.065821886062622,3.120105504989624,2.8481650352478027,3.5038340091705322,2.6659162044525146,3.473024368286133,2.9927289485931396,3.2871451377868652,3.061296224594116,3.2208938598632812,2.7123208045959473,1.5856839418411255,4.001043319702148,3.185861587524414,3.8803327083587646,Chandler,sadness,negative,661,9,1,12,"00:12:31,375","00:12:50,518"
6688,Bijan for men?,2.998016834259033,3.699150800704956,3.761382579803467,2.8719992637634277,3.522993326187134,2.846412420272827,2.3857853412628174,2.7583982944488525,3.8092846870422363,3.6450438499450684,2.9338793754577637,3.1228134632110596,3.0353946685791016,4.082884311676025,2.465287923812866,3.6215693950653076,2.8071584701538086,1.9395575523376465,3.8394508361816406,2.8067831993103027,3.262892723083496,Joey,neutral,neutral,662,0,2,2,"00:04:25,306","00:04:31,228"
6689,Bijan for men?,2.998016834259033,3.699150800704956,3.761382579803467,2.8719992637634277,3.522993326187134,2.846412420272827,2.3857853412628174,2.7583982944488525,3.8092846870422363,3.6450438499450684,2.9338793754577637,3.1228134632110596,3.0353946685791016,4.082884311676025,2.465287923812866,3.6215693950653076,2.8071584701538086,1.9395575523376465,3.8394508361816406,2.8067831993103027,3.262892723083496,Joey,neutral,neutral,662,1,2,2,"00:06:50,118","00:06:53,620"
6690,"Bijan for...   Hey, Annabelle, Uh, listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee.",2.9096944332122803,3.4777300357818604,3.571611166000366,4.456700325012207,1.769623875617981,2.927027702331543,1.9245150089263916,3.2740890979766846,3.7496249675750732,3.476539134979248,4.028625011444092,3.075310230255127,3.3851420879364014,3.9864137172698975,1.8422961235046387,4.010969161987305,1.6337717771530151,1.3355048894882202,3.697734832763672,1.5766452550888062,2.64625883102417,Joey,neutral,neutral,662,2,2,2,"00:06:53,788","00:07:02,671"
6691,"Oh, actually I sorta have plans.",2.2321131229400635,3.6589558124542236,4.261435031890869,3.0539445877075195,3.0174758434295654,3.2629892826080322,1.960455060005188,4.3551788330078125,2.1514158248901367,3.806151866912842,3.3888497352600098,2.9553298950195312,3.931814670562744,2.729844808578491,1.9483542442321777,3.7015182971954346,2.088590383529663,1.3520439863204956,3.6365456581115723,2.437701940536499,3.209618091583252,Annabelle,neutral,neutral,662,3,2,2,"00:07:02,839","00:07:05,257"
6692,"Ready, Annabelle?",2.521192789077759,3.443429946899414,3.9833858013153076,3.246377468109131,3.1044962406158447,3.412290334701538,2.1253647804260254,3.802398204803467,2.905524253845215,3.912508726119995,3.4944510459899902,3.1732523441314697,3.378763198852539,3.444688081741333,2.338742971420288,3.6617796421051025,2.2240524291992188,1.4572945833206177,4.126292705535889,2.469054937362671,3.575212001800537,Hombre Man,neutral,neutral,662,4,2,2,"00:07:10,741","00:07:12,097"
6693,You bet.  Maybe some other time?,2.818131446838379,3.5330429077148438,3.9680817127227783,2.9999871253967285,3.3765978813171387,3.364781618118286,2.183887243270874,3.5773260593414307,3.1622731685638428,3.7783665657043457,3.338768720626831,3.150322437286377,3.4349663257598877,3.570687770843506,2.239415407180786,3.623460531234741,2.507427930831909,1.6359566450119019,3.9215683937072754,2.651577949523926,3.5324673652648926,Annabelle,neutral,neutral,662,5,2,2,"00:07:13,391","00:07:19,187"
6694,"Hey, it's not the first time I lost a girl to a cowboy spraying cologne.  Bijan for men?  Bijan for men?!",3.82771897315979,2.910918951034546,2.892198324203491,1.5217612981796265,4.521820068359375,2.5673084259033203,2.378889322280884,1.968930721282959,4.376826763153076,2.95068359375,1.7445807456970215,3.3047866821289062,2.4123852252960205,4.241442680358887,2.2666449546813965,3.216403007507324,3.8896851539611816,2.8085672855377197,3.5619256496429443,3.39324688911438,3.3198673725128174,Joey,sadness,negative,662,6,2,2,"00:07:28,573","00:07:34,411"
6695,That was amazing!,3.265455961227417,2.7880799770355225,3.0050172805786133,4.83493709564209,1.3809919357299805,3.2974414825439453,2.1616883277893066,2.88740873336792,3.8719217777252197,3.069080352783203,4.2469000816345215,3.269835948944092,2.878175735473633,4.13411283493042,2.1202242374420166,3.850247621536255,1.3169108629226685,1.1814253330230713,4.06330680847168,1.382761836051941,2.8476505279541016,Chandler,joy,positive,663,0,5,17,"00:14:09,557","00:14:11,474"
6696,Phoebe and Gary are,3.2342796325683594,3.587040901184082,3.4991350173950195,3.205691337585449,3.0975637435913086,2.546807050704956,2.3173959255218506,2.1248974800109863,4.443028450012207,3.4554457664489746,3.0439696311950684,3.0788822174072266,2.6221842765808105,4.589613437652588,2.3794264793395996,3.618651866912842,2.5762104988098145,2.053600788116455,3.681028127670288,2.423128128051758,2.9934771060943604,Monica,neutral,neutral,663,1,5,17,"00:14:11,642","00:14:15,520"
6697,That was amazing.,3.2475812435150146,2.903036117553711,3.1356635093688965,4.653717517852783,1.62353515625,3.1704447269439697,2.2081868648529053,2.7390658855438232,4.008313179016113,3.158733367919922,4.106688976287842,3.286083459854126,2.8484387397766113,4.181939601898193,2.207343578338623,3.870389938354492,1.5100239515304565,1.2606903314590454,4.005865573883057,1.5020595788955688,2.8727753162384033,Chandler,joy,positive,663,2,5,17,"00:14:16,438","00:14:18,314"
6698,We are the hottest! Huh?,3.0976192951202393,3.558919668197632,3.801693916320801,2.998425006866455,3.4310765266418457,3.2488961219787598,2.3501272201538086,3.544050931930542,3.3737199306488037,3.6270344257354736,3.1405084133148193,3.2394771575927734,3.321467876434326,3.694344997406006,2.328887462615967,3.736574172973633,2.5751285552978516,1.768930435180664,3.8954813480377197,2.8505265712738037,3.4461441040039062,Monica,joy,positive,663,3,5,17,"00:14:19,275","00:14:21,526"
6699,"No, you're the best.",2.974494457244873,3.3935725688934326,3.5772957801818848,4.308490753173828,2.0351486206054688,3.159318447113037,2.0837438106536865,3.2906103134155273,3.7490346431732178,3.4075424671173096,3.9164955615997314,3.1621031761169434,3.330740451812744,3.934077501296997,1.9745107889175415,4.000288963317871,1.788682460784912,1.3852412700653076,3.8619046211242676,1.8318442106246948,2.9458401203155518,Chandler,neutral,neutral,663,4,5,17,"0:14:24,530","0:14:25,323"
6700,"No, you're the best.",2.974494457244873,3.3935725688934326,3.5772957801818848,4.308490753173828,2.0351486206054688,3.159318447113037,2.0837438106536865,3.2906103134155273,3.7490346431732178,3.4075424671173096,3.9164955615997314,3.1621031761169434,3.330740451812744,3.934077501296997,1.9745107889175415,4.000288963317871,1.788682460784912,1.3852412700653076,3.8619046211242676,1.8318442106246948,2.9458401203155518,Monica,neutral,neutral,663,5,5,17,"0:14:25,323","0:14:26,908"
6701,"No, you're the best.",2.974494457244873,3.3935725688934326,3.5772957801818848,4.308490753173828,2.0351486206054688,3.159318447113037,2.0837438106536865,3.2906103134155273,3.7490346431732178,3.4075424671173096,3.9164955615997314,3.1621031761169434,3.330740451812744,3.934077501296997,1.9745107889175415,4.000288963317871,1.788682460784912,1.3852412700653076,3.8619046211242676,1.8318442106246948,2.9458401203155518,Chandler,neutral,neutral,663,6,5,17,"0:14:26,908","0:14:27,140"
6702,I,2.763493537902832,3.4115407466888428,3.964170455932617,2.8865649700164795,3.4910850524902344,3.5410513877868652,2.275724411010742,3.6933727264404297,2.944330930709839,3.7923717498779297,3.1732778549194336,3.252040147781372,3.337324619293213,3.4462239742279053,2.3851234912872314,3.564171552658081,2.549691677093506,1.707849383354187,4.109358310699463,2.81809401512146,3.716291904449463,Monica,neutral,neutral,663,7,5,17,"00:14:31,620","00:14:33,663"
6703,Hey guys!  What 'cha been doin'?,2.0227699279785156,4.123200416564941,4.391260623931885,3.735978126525879,2.280977249145508,2.6798439025878906,1.8852180242538452,3.893909215927124,2.6466102600097656,3.9127485752105713,3.7463393211364746,2.5875368118286133,3.713691234588623,3.0907411575317383,2.047900438308716,3.863008737564087,1.6465609073638916,1.1981723308563232,3.4295411109924316,1.943169116973877,2.6396842002868652,Joey,neutral,neutral,663,8,5,17,"00:14:36,125","00:14:39,210"
6704,Hey Joey! Isn't that the girl that waved at you the other day?,3.5800013542175293,2.8432114124298096,2.5286099910736084,4.650322914123535,1.205385446548462,2.6250150203704834,2.13018536567688,1.8486651182174683,4.585351467132568,2.714817523956299,3.821162223815918,3.1928319931030273,2.322499990463257,4.575159072875977,2.040762186050415,3.7554497718811035,1.366694450378418,1.3471171855926514,3.570714235305786,1.2628613710403442,2.200140953063965,Monica,neutral,neutral,663,9,5,17,"00:14:44,508","00:14:47,760"
6706,So what are you gonna do?,2.837926149368286,3.4826200008392334,3.977994203567505,1.7642916440963745,4.441171169281006,3.3388795852661133,2.372288227081299,3.751312494277954,2.511474609375,3.7036900520324707,2.3287384510040283,3.0510621070861816,3.2682976722717285,2.9100091457366943,2.4623241424560547,3.274017572402954,3.0649163722991943,1.7589668035507202,3.6856863498687744,3.45786714553833,3.5682950019836426,Joey,neutral,neutral,664,0,3,15,"00:16:41,250","00:16:42,834"
6707,"What can I do? One person wants to break-up, you break-up.",3.702972888946533,2.7439911365509033,2.8866515159606934,1.4607985019683838,4.589513301849365,3.1982192993164062,2.1243362426757812,2.162590742111206,4.2363600730896,3.1284170150756836,1.8418501615524292,3.362440347671509,2.379544973373413,4.241257190704346,2.1068286895751953,2.8887434005737305,3.8830409049987793,2.6079769134521484,3.8771440982818604,3.3722617626190186,3.809530735015869,Ross,sadness,negative,664,1,3,15,"00:16:41,250","00:16:45,336"
